psc_code,psc_description,psc_group,cyber_it_relevance_flag,cyber_it_relevance_reason,verification_status,psc_manual_vintage
B599,SPECIAL STUDIES/ANALYSIS- OTHER,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D303,IT AND TELECOM- DATA ENTRY,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D305,"IT AND TELECOM – TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D306,IT AND TELECOM- SYSTEMS ANALYSIS,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D308,IT AND TELECOM- PROGRAMMING,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D311,IT AND TELECOM- DATA CONVERSION,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D312,IT AND TELECOM- OPTICAL SCANNING,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM),,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D315,IT AND TELECOM- DIGITIZING,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D321,IT AND TELECOM- HELP DESK,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D322,IT AND TELECOM- INTERNET,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D324,IT AND TELECOM- BUSINESS CONTINUITY,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
D325,IT AND TELECOM- DATA CENTERS AND STORAGE,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DB02,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)",IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DC01,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DC10,IT AND TELECOM - DATA CENTER AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)",IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DE10,"IT and Telecom - End User as a Service: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools",IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DG10,IT AND TELECOM - NETWORK AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DG11,IT and Telecom - Network: Satellite Communications and Telecom Access Services,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DJ10,IT AND TELECOM - SECURITY AND COMPLIANCE AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DK01,IT AND TELECOM - STORAGE SUPPORT SERVICES (LABOR),IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
DK10,IT AND TELECOM - STORAGE AS A SERVICE,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
H166,QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
H260,"EQUIPMENT AND MATERIALS TESTING- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
H270,EQUIPMENT AND MATERIALS TESTING- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
H910,OTHER QC/TEST/INSPECT- WEAPONS,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J052,MAINT/REPAIR/REBUILD OF EQUIPMENT- MEASURING TOOLS,Industrial Products & Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J058,"MAINT/REPAIR/REBUILD OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J061,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J063,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",Security and Protection,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J069,MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J075,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,Office Management,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J099,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
J998,NON-NUCLEAR SHIP REPAIR (EAST),Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K015,MODIFICATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K016,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K020,MODIFICATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K058,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K069,MODIFICATION OF EQUIPMENT- TRAINING AIDS AND DEVICES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
K070,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
L016,TECHNICAL REPRESENTATIVE- AIRCRAFT COMPONENTS AND ACCESSORIES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
L059,TECHNICAL REPRESENTATIVE- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
L069,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
L070,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
L099,TECHNICAL REPRESENTATIVE- MISCELLANEOUS,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
M1BG,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
M1CZ,OPERATION OF OTHER EDUCATIONAL BUILDINGS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N030,INSTALLATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,Industrial Products & Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,Industrial Products & Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N056,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",Security and Protection,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
P100,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY,Equipment Related Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q201,MEDICAL- MANAGED HEALTHCARE,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q503,MEDICAL- DENTISTRY,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q602,MEDICAL RECORDS,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q702,TECHNICAL MEDICAL SUPPORT,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q802,CLERICAL MEDICAL SUPPORT,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Q999,MEDICAL- OTHER,Medical,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R412,SUPPORT- PROFESSIONAL: SIMULATION,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT,IT,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R414,SYSTEMS ENGINEERING SERVICES,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R421,TECHNICAL ASSISTANCE,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,Security and Protection,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R499,SUPPORT- PROFESSIONAL: OTHER,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R605,SUPPORT- ADMINISTRATIVE: LIBRARY,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R607,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R616,SUPPORT – ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES,Office Management,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R617,SUPPORT – ADMINISTRATIVE: ELECTRONIC RECORDS MANAGEMENT SERVICES,Office Management,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R699,SUPPORT- ADMINISTRATIVE: OTHER,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R701,SUPPORT- MANAGEMENT: ADVERTISING,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R702,SUPPORT- MANAGEMENT: DATA COLLECTION,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R703,SUPPORT- MANAGEMENT: ACCOUNTING,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R704,SUPPORT- MANAGEMENT: AUDITING,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,Transportation and Logistics Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R710,SUPPORT- MANAGEMENT: FINANCIAL,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
R799,SUPPORT- MANAGEMENT: OTHER,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
T002,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
T013,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
T016,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER,Professional Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U002,EDUCATION/TRAINING- PERSONNEL TESTING,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U009,EDUCATION/TRAINING- GENERAL,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U013,EDUCATION/TRAINING- COMBAT,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
U099,EDUCATION/TRAINING- OTHER,Human Capital,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
V301,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,Transportation and Logistics Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
W059,LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Electronic & Communication Services,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
W070,LEASE OR RENTAL OF EQUIPMENT- INFORMATION TECHNOLOGY/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Y1ND,CONSTRUCTION OF SEWAGE AND WASTE FACILITIES,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Z1AA,MAINTENANCE OF OFFICE BUILDINGS,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
Z1HB,MAINTENANCE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,Facilities & Construction,False,Described from the GSA PSC manual; not in the curated cyber/IT-relevant list,described_from_manual,2025-04
